,year,season,jp_title,en_title,img,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Genre,Theme,German,Spanish,French
34,2022,fall,Yowamushi Pedal: Limit Break,,https://cdn.myanimelist.net/images/anime/1853/135275.jpg,"Yowamushi Pedal 5th Season, Yowapeda 5th Season",弱虫ペダル LIMIT BREAK,,TV,25,Finished Airing,"Oct 9, 2022 to Mar 26, 2023",Fall 2022,Sundays at 00,"TV Tokyo,       MediaNet,       TOHO animation,       Akita Shoten,       NHK Enterprises","None found, add some",TMS Entertainment,Manga,,,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.411 (scored by 95309,530 users)
      


1
          indicates a weighted score.","#23312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4466,"27,815",148,SportsSports,RacingRacing,,,
35,2022,fall,Yama no Susume: Next Summit,Encouragement of Climb: Next Summit,https://cdn.myanimelist.net/images/anime/1942/126897.jpg,,ヤマノススメ Next Summit,Encouragement of Climb,TV,12,Finished Airing,"Oct 5, 2022 to Dec 21, 2022",Fall 2022,Wednesdays at 00,"Earth Star Entertainment,       Good Smile Company,       King Records,       Kadokawa,       Culture Entertainment",Sentai Filmworks,8bit,Manga,"AdventureAdventure,         Slice of LifeSlice of Life","CGDCTCGDCT,         IyashikeiIyashikei",,24 min. per ep.,PG-13 - Teens 13 or older,"7.641 (scored by 74727,472 users)
      


1
          indicates a weighted score.","#14612

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4550,"26,816",112,,,,,
36,2022,fall,Uchi no Shishou wa Shippo ga Nai,My Master Has No Tail,https://cdn.myanimelist.net/images/anime/1289/127754.jpg,,うちの師匠はしっぽがない,My Master Has No Tail,TV,13,Finished Airing,"Sep 30, 2022 to Dec 23, 2022",Fall 2022,Fridays at 22,"Pierrot,       TMS Entertainment,       Mainichi Broadcasting System,       Pony Canyon,       Yostar Pictures,       BS Asahi",Sentai Filmworks,LIDENFILMS,Manga,"Slice of LifeSlice of Life,         SupernaturalSupernatural","HistoricalHistorical,         MythologyMythology,         Performing ArtsPerforming Arts",SeinenSeinen,23 min. per ep.,PG-13 - Teens 13 or older,"6.731 (scored by 77337,733 users)
      


1
          indicates a weighted score.","#57102

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4565,"26,612",58,,,,,
37,2022,fall,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,,https://cdn.myanimelist.net/images/anime/1135/125337.jpg,"My Life After I Became a Dummy Head Mic One Morning, Aru Asa Dummy Head Mike ni Natteita Ore-kun no Jinsei",ある朝ダミーヘッドマイクになっていた俺クンの人生,,TV,12,Finished Airing,"Oct 13, 2022 to Dec 29, 2022",Fall 2022,Thursdays at 01,"None found, add some","None found, add some","EKACHI EPILKA,       Indivision",Original,,,,3 min. per ep.,PG-13 - Teens 13 or older,"5.011 (scored by 72077,207 users)
      


1
          indicates a weighted score.","#131932

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4890,"22,458",71,Slice of LifeSlice of Life,,,,
38,2022,fall,Seiken Densetsu: Legend of Mana - The Teardrop Crystal,Legend of Mana -The Teardrop Crystal-,https://cdn.myanimelist.net/images/anime/1637/123397.jpg,,聖剣伝説 Legend of Mana -The Teardrop Crystal-,Legend of Mana -The Teardrop Crystal-,TV,12,Finished Airing,"Oct 8, 2022 to Dec 24, 2022",Fall 2022,Saturdays at 01,"Square Enix,       Mainichi Broadcasting System,       Movic,       Warner Bros. Japan,       Good Smile Company","None found, add some","Graphinica,       Yokohama Animation Laboratory",Game,,,,23 min. per ep.,PG-13 - Teens 13 or older,"5.471 (scored by 58325,832 users)
      


1
          indicates a weighted score.","#121912

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4991,"21,462",70,AdventureAdventure,,,,
39,2022,fall,Muv-Luv Alternative 2nd Season,,https://cdn.myanimelist.net/images/anime/1253/127326.jpg,,マブラヴ オルタネイティヴ,,TV,12,Finished Airing,"Oct 6, 2022 to Dec 22, 2022",Fall 2022,Thursdays at 00,"Dentsu,       Fuji TV,       BS Fuji,       Avex Pictures,       Crunchyroll,       Tencent Japan,       Bandai Namco Music Live,       aNCHOR","None found, add some","Yumeta Company,       Graphinica,       Flagship Line",Visual novel,"ActionAction,         DramaDrama,         Sci-FiSci-Fi","MechaMecha,         MilitaryMilitary",,22 min. per ep.,R+ - Mild Nudity,"6.521 (scored by 61196,119 users)
      


1
          indicates a weighted score.","#69522

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5210,"19,311",65,,,,,
40,2022,fall,IDOLiSH7 Third Beat! Part 2,,https://cdn.myanimelist.net/images/anime/1458/125998.jpg,,アイドリッシュセブン,IDOLiSH7 Third BEAT! Part 2,TV,17,Finished Airing,"Oct 2, 2022 to Feb 26, 2023",Fall 2022,Sundays at 22,"None found, add some","None found, add some",TROYCA,Game,,"Idols (Male)Idols (Male),         MusicMusic",,24 min. per ep.,PG-13 - Teens 13 or older,"8.341 (scored by 52145,214 users)
      


1
          indicates a weighted score.","#2452

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5615,"15,810",262,DramaDrama,,,,
41,2022,fall,Eternal Boys,,https://cdn.myanimelist.net/images/anime/1665/127107.jpg,Eikyuu Shounen,永久少年 Eternal Boys,Eternal Boys,TV,24,Finished Airing,"Oct 11, 2022 to Mar 28, 2023",Fall 2022,Tuesdays at 02,"Movic,       Fuji TV,       KlockWorx,       Ultra Super Pictures,       King Records,       Fuji Creative,       Kadokawa,       Aeon Entertainment",Sentai Filmworks,LIDENFILMS,Original,,"Adult CastAdult Cast,         Idols (Male)Idols (Male),         MusicMusic",,13 min. per ep.,PG-13 - Teens 13 or older,"6.551 (scored by 23692,369 users)
      


1
          indicates a weighted score.","#67982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5804,"14,592",71,Slice of LifeSlice of Life,,,,
42,2022,fall,Meitantei Conan: Hannin no Hanzawa-san,Detective Conan: The Culprit Hanzawa,https://cdn.myanimelist.net/images/anime/1560/125527.jpg,Detective Conan,名探偵コナン 犯人の犯沢さん,Detective Conan,TV,12,Finished Airing,"Oct 4, 2022 to Dec 20, 2022",Fall 2022,Tuesdays at 01,Shogakukan-Shueisha Productions,"None found, add some",TMS Entertainment,Manga,"ComedyComedy,         MysteryMystery",,ShounenShounen,9 min. per ep.,PG-13 - Teens 13 or older,"6.871 (scored by 62066,206 users)
      


1
          indicates a weighted score.","#49962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5842,"14,301",41,,,,,
43,2022,fall,Human Bug Daigaku,The Human Crazy University,https://cdn.myanimelist.net/images/anime/1265/128725.jpg,,ヒューマンバグ大学,The Human Crazy University,TV,12,Finished Airing,"Oct 5, 2022 to Dec 21, 2022",Fall 2022,Wednesdays at 22,"Nippon Columbia,       Crunchyroll,       Yomiuri TV Enterprise,       MAGNET,       K contents","None found, add some",DLE,Web manga,"ComedyComedy,         MysteryMystery",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.701 (scored by 38623,862 users)
      


1
          indicates a weighted score.","#59312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6728,"10,104",25,,EducationalEducational,,,
44,2022,fall,Vazzrock The Animation,,https://cdn.myanimelist.net/images/anime/1488/127334.jpg,,VAZZROCK THE ANIMATION,Vazzrock the Animation,TV,13,Finished Airing,"Oct 5, 2022 to Dec 28, 2022",Fall 2022,Wednesdays at 22,"None found, add some","None found, add some",PRA,Music,,"Idols (Male)Idols (Male),         MusicMusic",,23 min. per ep.,PG-13 - Teens 13 or older,"5.441 (scored by 12431,243 users)
      


1
          indicates a weighted score.","#122812

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7704,"7,194",31,,,,,
45,2022,fall,Reiwa no Di Gi Charat,,https://cdn.myanimelist.net/images/anime/1343/124987.jpg,,令和のデ・ジ・キャラット,,TV,16,Finished Airing,"Oct 7, 2022 to Jan 3, 2023",Fall 2022,Fridays at 23,"None found, add some","None found, add some",LIDENFILMS,Manga,,,,4 min. per ep.,G - All Ages,"6.091 (scored by 13341,334 users)
      


1
          indicates a weighted score.","#94822

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8580,"5,555",18,ComedyComedy,,,,
46,2022,fall,Megaton-kyuu Musashi 2nd Season,Megaton Musashi Season 2,https://cdn.myanimelist.net/images/anime/1207/127832.jpg,,メガトン級ムサシ,Megaton Musashi Season 2,TV,15,Finished Airing,"Oct 7, 2022 to Mar 17, 2023",Fall 2022,Fridays at 22,"None found, add some","None found, add some",OLM,Mixed media,"ActionAction,         Sci-FiSci-Fi","MechaMecha,         SchoolSchool",,27 min. per ep.,PG-13 - Teens 13 or older,"6.551 (scored by 13681,368 users)
      


1
          indicates a weighted score.","#67652

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#9038,"4,795",16,,,,,
47,2022,fall,Mamekichi Mameko NEET no Nichijou,Mameko Mamekichi's NEET Everyday Life,https://cdn.myanimelist.net/images/anime/1920/127864.jpg,,まめきちまめこニートの日常,Mameko Mamekichi's NEET Everyday Life,TV,48,Finished Airing,"Oct 3, 2022 to Apr 3, 2023",Fall 2022,Not scheduled once per week,"None found, add some","None found, add some",Tezuka Productions,Web manga,,,,1 min. per ep.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174962

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14241,"1,004",3,ComedyComedy,,,,
48,2022,fall,Chickip Dancers 2nd Season,,https://cdn.myanimelist.net/images/anime/1869/129078.jpg,,チキップダンサーズ,,TV,26,Finished Airing,"Sep 27, 2022 to Mar 28, 2023",Fall 2022,Tuesdays at 08,"None found, add some","None found, add some",Fanworks,Other,,,,5 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#199002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17939,422,2,Slice of LifeSlice of Life,,,,
49,2022,fall,Alssongdalssong Catch! Tiniping,Secret Catch! Teenieping,https://cdn.myanimelist.net/images/anime/1368/144626.jpg,,알쏭달쏭 캐치! 티니핑,Secret Catch! Teenieping,TV,26,Finished Airing,"Sep 14, 2022 to Mar 8, 2023",Fall 2022,Unknown,"None found, add some","None found, add some",SAMG Entertainment,Original,,"Mahou ShoujoMahou Shoujo,         SchoolSchool",,11 min. per ep.,PG - Children,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#191692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19764,296,1,FantasyFantasy,,,,
50,2022,fall,One Piece,,https://cdn.myanimelist.net/images/anime/1244/138851.jpg,OP,ONE PIECE,One Piece,TV,Unknown,Currently Airing,"Oct 20, 1999 to ?",Fall 1999,Sundays at 09,"Fuji TV,       TAP,       Shueisha","Funimation,       4Kids Entertainment",Toei Animation,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.731 (scored by 14168121,416,812 users)
      


1
          indicates a weighted score.","#502

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#17,"2,491,977","234,239",,,,,
51,2022,fall,Boruto: Naruto Next Generations,,https://cdn.myanimelist.net/images/anime/1091/99847.jpg,,BORUTO -NARUTO NEXT GENERATIONS-,Boruto,TV,293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",Spring 2017,Sundays at 17,"TV Tokyo,       Aniplex,       Rakuonsha,       Shueisha",VIZ Media,Pierrot,Manga,"ActionAction,         AdventureAdventure,         FantasyFantasy",,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"6.001 (scored by 456530456,530 users)
      


1
          indicates a weighted score.","#99122

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#208,"894,531","7,375",,Martial ArtsMartial Arts,,,
52,2022,fall,Isekai Ojisan,Uncle from Another World,https://cdn.myanimelist.net/images/anime/1743/125204.jpg,"Isekai Uncle, Ojisan in Another World",異世界おじさん,Uncle from Another World,TV,13,Finished Airing,"Jul 6, 2022 to Mar 8, 2023",Summer 2022,Wednesdays at 22,"Movic,       AT-X,       Sammy,       BS11,       Kadokawa Media House,       Kadokawa","None found, add some",Atelier Pontdarc,Web manga,"ComedyComedy,         FantasyFantasy","Adult CastAdult Cast,         IsekaiIsekai,         Otaku CultureOtaku Culture,         ParodyParody",,24 min. per ep.,PG-13 - Teens 13 or older,"7.771 (scored by 178230178,230 users)
      


1
          indicates a weighted score.","#11062

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#646,"389,320","2,168",,,,,
53,2022,fall,Meitantei Conan,Case Closed,https://cdn.myanimelist.net/images/anime/7/75199.jpg,Detective Conan,名探偵コナン,Case Closed,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18,"Yomiuri Telecasting,       Shogakukan,       Audio Planning U,       Tokyo Movie,       Polydor Records","Funimation,       Crunchyroll",TMS Entertainment,Manga,"AdventureAdventure,         ComedyComedy,         MysteryMystery",,ShounenShounen,24 min.,PG-13 - Teens 13 or older,"8.171 (scored by 164198164,198 users)
      


1
          indicates a weighted score.","#4352

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#703,"360,470","15,311",,DetectiveDetective,Case Closed,,
54,2022,fall,Crayon Shin-chan,Shin Chan,https://cdn.myanimelist.net/images/anime/10/59897.jpg,,クレヨンしんちゃん,Shin Chan,TV,Unknown,Currently Airing,"Apr 13, 1992 to ?",Spring 1992,Fridays at 19,TV Asahi,Funimation,Shin-Ei Animation,Manga,"ComedyComedy,         EcchiEcchi",,SeinenSeinen,21 min.,G - All Ages,"7.801 (scored by 4214242,142 users)
      


1
          indicates a weighted score.","#10282

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2398,"87,938","1,329",,SchoolSchool,Shin Chan,Shin Chan,
55,2022,fall,Hoshi no Samidare,Lucifer and the Biscuit Hammer,https://cdn.myanimelist.net/images/anime/1186/125305.jpg,,惑星のさみだれ,Lucifer and the Biscuit Hammer,TV,24,Finished Airing,"Jul 9, 2022 to Dec 24, 2022",Summer 2022,Saturdays at 01,"Nippon Animation,       Mainichi Broadcasting System,       Movic,       Jumondo,       BS11,       My Theater D.D.,       Live Viewing Japan,       Sonilude,       Mixer,       Mirai-Kojo","None found, add some",NAZ,Manga,"ActionAction,         AdventureAdventure,         ComedyComedy,         DramaDrama",,SeinenSeinen,24 min. per ep.,PG-13 - Teens 13 or older,"5.631 (scored by 1723317,233 users)
      


1
          indicates a weighted score.","#116882

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#2973,"61,577",172,,PsychologicalPsychological,,,
56,2022,fall,Utawarerumono: Futari no Hakuoro,Utawarerumono: Mask of Truth,https://cdn.myanimelist.net/images/anime/1516/123280.jpg,Utawarerumono 3,うたわれるもの 二人の白皇,Utawarerumono,TV,28,Finished Airing,"Jul 3, 2022 to Dec 25, 2022",Summer 2022,Sundays at 01,"KlockWorx,       MAGES.,       AQUAPLUS,       King Records,       Crunchyroll","None found, add some",White Fox,Visual novel,"ActionAction,         DramaDrama,         FantasyFantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"7.521 (scored by 80988,098 users)
      


1
          indicates a weighted score.","#18972

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#3755,"40,004",189,,,,,
57,2022,fall,Digimon Ghost Game,,https://cdn.myanimelist.net/images/anime/1907/118797.jpg,,デジモンゴーストゲーム,Digimon Ghost Game,TV,67,Finished Airing,"Oct 3, 2021 to Mar 26, 2023",Fall 2021,Sundays at 09,"Yomiko Advertising,       Fuji TV","None found, add some",Toei Animation,Other,"ActionAction,         AdventureAdventure,         ComedyComedy,         FantasyFantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 72627,262 users)
      


1
          indicates a weighted score.","#56692

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#4694,"24,779",165,,,,,
58,2022,fall,Yoru wa Neko to Issho,Nights with a Cat,https://cdn.myanimelist.net/images/anime/1969/124909.jpg,Zutto Neko Shoshinsha,夜は猫といっしょ,Nights with a Cat,TV,30,Finished Airing,"Aug 4, 2022 to Jan 11, 2023",Summer 2022,Thursdays at 01,Kadokawa,"None found, add some",Studio PuYUKAI,Web manga,,,,2 min. per ep.,G - All Ages,"7.181 (scored by 46754,675 users)
      


1
          indicates a weighted score.","#34562

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#5717,"15,146",107,ComedyComedy,PetsPets,,,
59,2022,fall,Delicious Party♡Precure,Delicious Party Pretty Cure,https://cdn.myanimelist.net/images/anime/1332/120430.jpg,,デリシャスパーティ♡プリキュア,Delicious Party Pretty Cure,TV,45,Finished Airing,"Feb 6, 2022 to Jan 29, 2023",Winter 2022,Sundays at 08,"TV Asahi,       Asatsu DK,       Asahi Broadcasting,       ABC Animation,       ADK Emotions","None found, add some",Toei Animation,Original,,,,24 min. per ep.,G - All Ages,"6.861 (scored by 34183,418 users)
      


1
          indicates a weighted score.","#50312

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#6465,"11,064",121,ActionAction,Mahou ShoujoMahou Shoujo,,,
60,2022,fall,Sazae-san,Mrs. Sazae,https://cdn.myanimelist.net/images/anime/1008/98996.jpg,,サザエさん,Mrs. Sazae,TV,Unknown,Currently Airing,"Oct 5, 1969 to ?",Fall 1969,Sundays at 18,Fuji TV,"None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,24 min.,G - All Ages,"6.141 (scored by 19341,934 users)
      


1
          indicates a weighted score.","#91842

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7123,"8,791",39,,,,,
61,2022,fall,Shadowverse Flame,,https://cdn.myanimelist.net/images/anime/1877/122972.jpg,Shadowverse F,シャドウバースF（フレイム）,Shadowverse Flame,TV,50,Finished Airing,"Apr 2, 2022 to Mar 25, 2023",Spring 2022,Saturdays at 09,Sonilude,"None found, add some",Zexcs,Card game,,,,24 min. per ep.,PG-13 - Teens 13 or older,"6.741 (scored by 15791,579 users)
      


1
          indicates a weighted score.","#56802

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7853,"6,857",36,FantasyFantasy,Strategy GameStrategy Game,,,
62,2022,fall,Chibi Maruko-chan (1995),Little Miss Maruko,https://cdn.myanimelist.net/images/anime/1108/100604.jpg,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,TV,Unknown,Currently Airing,"Jan 8, 1995 to ?",Winter 1995,Sundays at 18,"Ajia-do,       Fuji TV,       Sakura Production","None found, add some",Nippon Animation,Manga,,,ShoujoShoujo,23 min.,G - All Ages,"7.341 (scored by 21732,173 users)
      


1
          indicates a weighted score.","#26382

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7914,"6,749",61,ComedyComedy,SchoolSchool,,Chibi Maruko-chan,
63,2022,fall,Yu☆Gi☆Oh! Go Rush!!,,https://cdn.myanimelist.net/images/anime/1690/140394.jpg,Yuu Gi Ou,遊☆戯☆王ゴーラッシュ!!,,TV,Unknown,Currently Airing,"Apr 3, 2022 to ?",Spring 2022,Sundays at 07,"TV Tokyo,       Konami,       Shueisha","None found, add some",Bridge,Card game,"ActionAction,         FantasyFantasy",,,24 min.,PG-13 - Teens 13 or older,"5.661 (scored by 11391,139 users)
      


1
          indicates a weighted score.","#115852

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#7920,"6,743",52,,Strategy GameStrategy Game,,,
64,2022,fall,Chiikawa,,https://cdn.myanimelist.net/images/anime/1783/121944.jpg,,ちいかわ,,TV,Unknown,Currently Airing,"Apr 4, 2022 to ?",Spring 2022,Fridays at 07,"None found, add some",Sentai Filmworks,Doga Kobo,Web manga,,,SeinenSeinen,1 min.,G - All Ages,"7.591 (scored by 14901,490 users)
      


1
          indicates a weighted score.","#16022

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#8303,"5,984",138,ComedyComedy,,,,
65,2022,fall,Bonobono (TV 2016),Bono Bono,https://cdn.myanimelist.net/images/anime/13/77617.jpg,,ぼのぼの,Bono Bono,TV,Unknown,Currently Airing,"Apr 2, 2016 to ?",Spring 2016,Saturdays at 04,"Fuji TV,       Glovision","None found, add some",Eiken,4-koma manga,"ComedyComedy,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"6.371 (scored by 759759 users)
      


1
          indicates a weighted score.","#78892

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10226,"3,275",19,,AnthropomorphicAnthropomorphic,Bono Bono,Bono Bono,Bono Bono
66,2022,fall,Ninjala (TV),,https://cdn.myanimelist.net/images/anime/1552/119871.jpg,,ニンジャラ,,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",Winter 2022,Saturdays at 07,TV Tokyo,Sentai Filmworks,OLM,Game,,,,23 min.,PG - Children,"5.571 (scored by 424424 users)
      


1
          indicates a weighted score.","#119002

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#10490,"3,039",24,ActionAction,,,,
67,2022,fall,Shikaru Neko,,https://cdn.myanimelist.net/images/anime/1008/113384.jpg,,しかるねこ,,TV,Unknown,Currently Airing,"Mar 22, 2021 to ?",Spring 2021,Unknown,"None found, add some","None found, add some","None found, add some",Manga,,,,30 sec.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#11244,"2,432",17,Slice of LifeSlice of Life,,,,
68,2022,fall,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,,https://cdn.myanimelist.net/images/anime/6/72182.jpg,Kamiusagi Rope 4,紙兎ロペ 〜笑う朝には福来たるってマジっすか!?,,TV,Unknown,Currently Airing,"Nov 16, 2012 to ?",Fall 2012,Not scheduled once per week,"None found, add some","None found, add some","None found, add some",Original,"ComedyComedy,         Slice of LifeSlice of Life",,,2 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#167992

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#13282,"1,294",0,,,,,
69,2022,fall,Shiawase Haitatsu Taneko,,https://cdn.myanimelist.net/images/anime/2/28900.jpg,,しあわせ配達おみくじタネコ,,TV,Unknown,Currently Airing,"Mar 26, 2011 to ?",Spring 2011,Not scheduled once per week,"None found, add some","None found, add some",Kachidoki Studio,Original,,,,Unknown,None,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#141742

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14312,980,4,ComedyComedy,,,,
70,2022,fall,Uchuu Nanchara Kotetsu-kun,Space Academy,https://cdn.myanimelist.net/images/anime/1226/112286.jpg,,宇宙なんちゃらこてつくん,Space Academy,TV,64,Finished Airing,"Apr 7, 2021 to Feb 23, 2023",Spring 2021,Thursdays at 18,"None found, add some","None found, add some",Fanworks,Web manga,"ComedyComedy,         Sci-FiSci-Fi",,,9 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#150872

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#14749,873,3,,SpaceSpace,,,
71,2022,fall,Manul no Yuube,,https://cdn.myanimelist.net/images/anime/1980/96936.jpg,,マヌ～ルのゆうべ,,TV,Unknown,Currently Airing,"Nov 11, 2018 to ?",Fall 2018,Sundays at Unknown,NHK,"None found, add some","None found, add some",Web manga,,,,1 min.,PG-13 - Teens 13 or older,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#175272

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#15779,654,1,Slice of LifeSlice of Life,,,,
72,2022,fall,Shin Nippon History,,https://cdn.myanimelist.net/images/anime/1433/134811.jpg,Shin Nippon History,新ニッポンヒストリー,,TV,Unknown,Currently Airing,"Jan 6, 2020 to ?",Winter 2020,Mondays at 01,"None found, add some","None found, add some","None found, add some",Original,,,,23 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#142292

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18532,377,0,ComedyComedy,HistoricalHistorical,,,
73,2022,fall,Ganbare! Choushuu-kun,,https://cdn.myanimelist.net/images/anime/1662/132222.jpg,,がんばれ! 長州くん,,TV,60,Finished Airing,"Aug 1, 2022 to Dec 8, 2022",Summer 2022,Mondays at 10,"None found, add some","None found, add some",Oddjob,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#207182

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#18850,352,4,ComedyComedy,,,,
74,2022,fall,Madtoy Chatty,,https://cdn.myanimelist.net/images/anime/1292/125603.jpg,,マッドトイチャッティ,,TV,50,Finished Airing,"Apr 20, 2022 to Apr 26, 2023",Spring 2022,Wednesdays at 02,CHANCE iN,"None found, add some",Kachidoki Studio,Original,,,,1 min. per ep.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#174482

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#19181,331,0,ComedyComedy,,,,
75,2022,fall,Youkoso Ninchishou Sekai e,,https://cdn.myanimelist.net/images/anime/1573/142457.jpg,,ようこそ認知症世界へ,,TV,Unknown,Currently Airing,"Aug 14, 2022 to ?",Summer 2022,Unknown,NHK,"None found, add some","None found, add some",Original,"AdventureAdventure,         Slice of LifeSlice of Life",,,5 min.,G - All Ages,"N/A1 (scored by - users)
      
1
          indicates a weighted score.","#160982

2
    based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.",#20734,242,0,,EducationalEducational,,,
